metric_date,open,high,low,close,volume,market_cap,market_cap_weekly_growth,market_cap_change,crypto
2024-04-21,0.9997469205,1.0033256724,0.9972360861,1.0006171432,384475322.6,510016025.83,0.08704430760537729,443553.8299999833,TrueUSD
2024-04-28,1.0006171432,1.0045049601,0.9983169198,0.9999360062,323678358.86,509668849.29,-0.06807169234240851,-347176.53999996185,TrueUSD
2024-05-05,0.9999360062,1.0015806345,0.9953240519,0.9998018766,334314008.19,509600483.22,-0.013413821561825134,-68366.06999999285,TrueUSD
2024-05-12,0.9998018766,1.0013822545,0.9979728414,0.9988000887,278104323.86,509089870.48,-0.10019863732734224,-510612.74000000954,TrueUSD
2024-05-19,0.9988000887,1.0020880652,0.9980765673,1.0000081487,321649267.18,509705620.42,0.12095112782728457,615749.9399999976,TrueUSD
2024-05-26,1.0000081487,1.002767022,0.9976145632,0.9988277912,412645440.66,507165812.72,-0.4982891296955283,-2539807.699999988,TrueUSD
2024-06-02,0.9988277912,1.0004135316,0.9973007386,0.998599302,352093017.69,500059607.65,-1.401160112092037,-7106205.070000052,TrueUSD
2024-06-09,0.998599302,1.0004125313,0.997262737,0.9990341362,334704084.64,496721251.71,-0.6675916008670235,-3338355.9399999976,TrueUSD
2024-06-16,0.9991353412,0.9998160046,0.9957836453,0.9968202831,335023928.12,494125293.45,-0.5226187224853351,-2595958.2599999905,TrueUSD
2024-06-23,0.9969031503,0.9987592792,0.9946055443,0.997195355,293718614.74,494311217.14,0.03762683118322396,185923.68999999762,TrueUSD
2024-06-30,0.9972545253,0.9987650144,0.9958777417,0.9977456394,266907761.27,494583993.9,0.0551832025132315,272776.75999999046,TrueUSD
2024-07-07,0.9974952366,1.0003138963,0.9964674425,0.9986467527,301549908.49,494531378.49,-0.010638316372735268,-52615.40999996662,TrueUSD
2024-07-14,0.998729658,1.0008269587,0.9979048458,0.9988552118,325174154.89,494634631.77,0.020879014859520595,103253.27999997139,TrueUSD
2024-07-21,0.9988633341,1.0025753109,0.9982370266,1.0009068416,394157154.27,495650601.98,0.2053981150418993,1015970.2100000381,TrueUSD
2024-07-28,1.0009068416,1.0318444592,0.9988717352,1.000071673,337337268.1,495237025.19,-0.08344119594486665,-413576.79000002146,TrueUSD
2024-08-04,1.000071673,1.0013602584,0.997249541,0.9984842278,279871219.09,494450919.89,-0.15873314393212157,-786105.3000000119,TrueUSD
2024-08-11,0.9984842278,1.0012897154,0.9974645579,0.9988018159,344295528.43,495007730.73,0.11261195350267261,556810.8400000334,TrueUSD
2024-08-18,0.9988018159,1.0010286459,0.9981897314,0.9991841784,241073426.66,495197230.16,0.038282115255161564,189499.43000000715,TrueUSD
2024-08-25,0.9991841784,1.0023425434,0.9985544371,1.0006004376,249313255.1,495899130.42,0.14174155614181672,701900.2599999905,TrueUSD
2024-09-01,1.0006004376,1.0015869084,0.9980059875,0.9988690939,257327736.79,495041073.8,-0.17303047482121192,-858056.6200000048,TrueUSD
2024-09-08,0.9988690939,1.0005366352,0.9970838511,0.9991736735,282613203.76,495192023.9,0.030492439514406833,150950.09999996424,TrueUSD
2024-09-15,0.9991736735,0.9999793261,0.9974571496,0.9985824814,221696151.21,494899028.18,-0.05916810163709707,-292995.719999969,TrueUSD
2024-01-07,0.9998814073,1.0036300082,0.9995744443,1.000606639,355688140155.56,93612632116.04,2.113756835222236,1937783381.3099976,Tether USDt
2024-01-14,1.0007140184,1.0013794516,0.9987601107,0.9994898184,427637454081.28,94962362320.48,1.4418248626605346,1349730204.4400024,Tether USDt
2024-01-21,0.9994924493,1.0009244103,0.9980333031,0.9994390864,264767252010.62,94876100829.9,-0.09083755760928014,-86261490.58000183,Tether USDt
2024-01-28,0.9994532023,1.0005210375,0.9984745026,1.0000013991,268792502321.1,96036883956.2,1.2234726302476684,1160783126.300003,Tether USDt
2024-02-04,0.9999938594,1.0005856641,0.9989065257,0.9997195267,229975282660.38,96204353027.08,0.1743799506826793,167469070.88000488,Tether USDt
2024-02-11,0.9997365363,1.0009062153,0.9985622464,1.0002792665,255066280207.17,96368660202.02,0.17078975095208282,164307174.94000244,Tether USDt
2024-02-18,1.0002702045,1.0013034076,0.9994058355,1.0002366368,390315475079.9,97680515793.24,1.361288606140132,1311855591.2200012,Tether USDt
2024-02-25,1.0002062971,1.0005263394,0.9990604034,0.999903834,351063841003.06,97901318957.19,0.2260462715178324,220803163.94999695,Tether USDt
2024-03-03,1.0000137216,1.0015761495,0.9989705678,1.0004506123,599542580711.49,99490448901.37,1.6231956434365147,1589129944.1799927,Tether USDt
2024-03-10,1.0004659556,1.0036188205,0.9986517346,1.0009942339,786244025922.37,101919864540.25,2.441858153930343,2429415638.880005,Tether USDt
2024-03-17,1.0009800752,1.0025366454,0.9982545719,0.9993705101,783343267526.07,103359725665.02,1.412738460029428,1439861124.7700043,Tether USDt
2024-03-24,0.9994659486,1.0014621009,0.9984567104,0.9999839531,635109158546.13,104012399837.15,0.6314588858771231,652674172.1299896,Tether USDt
2024-03-31,1.0000289832,1.0013483702,0.9990091596,1.0000398443,469114287231.55,104508939120.11,0.4773847000332898,496539282.9600067,Tether USDt
2024-04-07,1.000034359,1.0017128929,0.9989119251,0.9999243387,463397823406.19,106892900921.35,2.2811080289506735,2383961801.2400055,Tether USDt
2024-04-14,0.9999310852,1.0032011411,0.9986953061,1.0010797536,580273437407.19,107793416399.18,0.8424464768643336,900515477.8299866,Tether USDt
2024-04-21,1.0011129368,1.00187846,0.999352944,1.000212647,469991387297.41,109857607038.35,1.9149505675985834,2064190639.1700134,Tether USDt
2024-04-28,1.0002745891,1.0014632786,0.9988878127,0.9997317322,341204542390.7,110535161160.04,0.6167566725292506,677554121.6899872,Tether USDt
2024-05-05,0.9997490014,1.0018828439,0.9980721249,1.0002542907,377078514445.53,110937481132.04,0.36397465546504915,402319972.0,Tether USDt
2024-05-12,1.0003288551,1.0024322139,0.9992371944,0.999566105,297217194012.47,110793360103.29,-0.12991193533451462,-144121028.75,Tether USDt
2024-05-19,0.9995792017,1.001595386,0.9990621187,0.9999118671,376904208888.07,111425073390.45,0.570172514463918,631713287.1600037,Tether USDt
2024-05-26,0.9999116687,1.0012187415,0.9984897925,0.9995280027,529251009598.05,111880094514.42,0.4083651104052066,455021123.9700012,Tether USDt
2024-06-02,0.9994884109,1.0008857493,0.9983756154,0.9994031898,410969644421.42,112140407830.26,0.23267169818705913,260313315.83999634,Tether USDt
2024-06-09,0.9993797086,1.0007858535,0.9987654038,0.9999038164,421697318196.43,112441148679.98,0.26818241126358444,300740849.7200012,Tether USDt
2024-06-16,0.9998829675,1.0004404438,0.998898476,0.9992930094,372022423386.53,112480370445.01,0.03488203872910045,39221765.02999878,Tether USDt
2024-06-23,0.9993411754,1.001333893,0.9989584894,0.9993440386,349768394942.01,112867606177.86,0.3442696101710663,387235732.8500061,Tether USDt
2024-06-30,0.9993698479,1.0004950447,0.9972236508,0.9984086588,330256872395.07,112731812369.08,-0.12031247350635654,-135793808.77999878,Tether USDt
2024-07-07,0.9983801635,1.0011566545,0.9982077178,0.9998319619,407870427424.89996,112204931885.8,-0.4673751554308492,-526880483.2799988,Tether USDt
2024-07-14,0.9998122584,1.0019150016,0.9994446569,1.0002796718,349896146547.66,112498379290.88,0.26152808093913293,293447405.08000183,Tether USDt
2024-07-21,1.0004424882,1.0016858923,0.9996113626,1.0001910077,413906013479.64,114061252605.11,1.389240737583397,1562873314.2299957,Tether USDt
2024-07-28,1.0001933352,1.0020439248,0.9993912862,0.9999081969,383009862652.78,114407348239.49,0.3034296279194937,346095634.3800049,Tether USDt
2024-08-04,0.9999143932,1.0012630083,0.9983031269,0.999680481,413215400274.79,114482501637.88,0.06568931064871997,75153398.38999939,Tether USDt
2024-08-11,0.9996056441,1.0024999132,0.9986223644,1.0000454284,544228613045.39,115644012878.4,1.0145753489856135,1161511240.519989,Tether USDt
2024-08-18,1.0000471645,1.0018650228,0.9995865343,1.0006415178,334977685776.56,116930616831.0,1.1125556097338674,1286603952.600006,Tether USDt
2024-08-25,1.0003887586,1.0019330762,0.999436611,1.0005452761,352198429567.77,117924482898.19,0.8499622204391821,993866067.1900024,Tether USDt
2024-09-01,1.000512878,1.0024287695,0.9992096187,1.0000057832,356390772596.19,118233284750.36,0.2618640714639353,308801852.16999817,Tether USDt
2024-09-08,1.0000379132,1.0017378982,0.9986448442,0.9999346108,336787794113.99,118212522814.75,-0.017560144466799432,-20761935.61000061,Tether USDt
2024-09-15,1.0001449823,1.0021886913,0.999345196,1.000068364,317432132367.32,118816936252.37,0.5112939164382491,604413437.6199951,Tether USDt
2024-01-07,1.0006631549,1.003564621,0.99395579,0.999036372,91525643.19,273833348.9,72.13744079017177,114755028.89999998,PayPal USD
2024-01-14,0.9990311926,1.0030721838,0.9929540158,0.9995356118,155611018.74,294771775.3,7.646412127708535,20938426.400000036,PayPal USD
2024-01-21,0.9996285281,1.0006466798,0.9959453504,0.9992047917,79984683.98,300935744.36,2.0910988013444376,6163969.060000002,PayPal USD
2024-01-28,0.9992156602,1.0003306347,0.9958701415,0.9990486634,80406736.18,300888722.37,-0.01562525917285784,-47021.99000000954,PayPal USD
2024-02-04,0.9990826799,1.0009643623,0.9965271085,0.9990507423,72281357.58,300889348.48,0.0002080868950704584,626.1100000143051,PayPal USD
2024-02-11,0.9989986225,1.0021106741,0.9961523457,0.9993704988,75900927.62,300985651.22,0.032006031614773,96302.74000000954,PayPal USD
2024-02-18,0.9994308822,1.001002479,0.9980188381,0.998969651,120209454.1,304512500.34,1.171766529635021,3526849.119999945,PayPal USD
2024-02-25,0.9990462954,1.0002629693,0.9959244324,0.9997333079,89929065.53,304745283.25,0.07644445129184607,232782.91000002623,PayPal USD
2024-03-03,0.9997219503,1.0006119171,0.9919217507,0.9970698159,157827295.43,263673348.12,-13.47746376645519,-41071935.129999995,PayPal USD
2024-03-10,0.9970677653,1.0036269919,0.994876755,0.9958825147,232903112.15,223426876.65,-15.263761679729381,-40246471.47,PayPal USD
2024-03-17,0.9958826524,1.0010205784,0.9957544269,0.9981132634,151251050.48,189723562.72,-15.084717843859274,-33703313.93000001,PayPal USD
2024-03-24,0.9983858888,1.0020397474,0.9956759815,0.9985565933,105918928.03999999,188213781.64,-0.7957794268433571,-1509781.080000013,PayPal USD
2024-03-31,0.9985561681,1.0033108025,0.9961685356,1.0001950354,71488214.15,188522658.88,0.16410978904339846,308877.24000000954,PayPal USD
2024-04-07,1.0001948965,1.0015964715,0.9949304616,0.9992562867,78154095.22,191476225.02,1.5666902628824309,2953566.1400000155,PayPal USD
2024-04-14,0.9992562867,1.0015300815,0.9967817307,0.9982480441,116333295.94,191758473.74,0.14740666626915644,282248.7199999988,PayPal USD
2024-04-21,0.9982480441,1.0010909072,0.9972475634,0.9993758787,189449655.33,202531686.31,5.618115517860822,10773212.569999993,PayPal USD
2024-04-28,0.9993758787,1.0007444021,0.9966363854,0.9975898464,85168466.39,302154443.12,49.18872628034852,99622756.81,PayPal USD
2024-05-05,0.9975898464,1.0010235563,0.9948389517,0.9969746492,103805772.79,327093230.83,8.25365579684545,24938787.70999998,PayPal USD
2024-05-12,0.9969828626,1.0014317651,0.9949674969,0.9977881813,74989075.7,377246948.49,15.333156706647477,50153717.660000026,PayPal USD
2024-05-19,0.9977881813,1.0075492161,0.9966068999,0.9990481393,75848979.07000001,398722840.2,5.6927940162170065,21475891.70999998,PayPal USD
2024-05-26,0.9990481393,1.0016908613,0.997252851,0.9994648249,75927171.07,398889140.55,0.041708257775407986,166300.35000002384,PayPal USD
2024-06-02,0.9994648249,1.0009840736,0.9949356761,0.997670913,87904327.88,398173185.42,-0.17948724525637116,-715955.1299999952,PayPal USD
2024-06-09,0.9976710399,0.9998752634,0.9952296235,0.9988079225,97801410.42,399066675.3,0.22439730065135777,893489.8799999952,PayPal USD
2024-06-16,0.99881186,0.9999762049,0.9945191494,0.9966040742,104019225.05999999,414957372.23,3.9819653991539417,15890696.930000007,PayPal USD
2024-06-23,0.9965938827,1.0000782332,0.9927440564,0.9967681314,47747968.25,403064612.26,-2.8660196844046415,-11892759.970000029,PayPal USD
2024-06-30,0.9968434956,0.9998090552,0.9950473372,0.9973120455,120879875.17999999,423133648.55,4.979111457458907,20069036.29000002,PayPal USD
2024-07-07,0.9986505271,1.0000154321,0.9945508604,0.9980941842,98532199.38,398176571.23,-5.898154733267669,-24957077.319999993,PayPal USD
2024-07-14,0.9980555697,1.0007230444,0.9967064366,0.9996786332,67380082.72,381849953.78,-4.100346085046091,-16326617.450000048,PayPal USD
2024-07-21,0.9996894423,1.0019704994,0.9964042204,0.9978047761,71166780.22,364216304.1,-4.617952550587301,-17633649.679999948,PayPal USD
2024-07-28,0.9978047761,1.0027695225,0.9954061183,0.9992879047,75275296.32000001,586694427.05,61.08406472899573,222478122.94999993,PayPal USD
2024-08-04,0.9992879047,1.004949174,0.9957600711,0.9997368756,105725428.17999999,656805452.61,11.9501775247006,70111025.56000006,PayPal USD
2024-08-11,0.9997368756,1.0077460501,0.9976067131,1.000258641,226599831.6,706084457.5,7.50283127129594,49279004.889999986,PayPal USD
2024-08-18,1.000258641,1.0038654786,0.9954290743,1.0000735723,238925950.32,843986728.95,19.530563232940178,137902271.45000005,PayPal USD
2024-08-25,1.0000735723,1.0027681095,0.9984932874,1.0002881859,297879270.33,1012155845.09,19.92556403691541,168169116.14,PayPal USD
2024-09-01,1.0002881859,1.0027299625,0.9982978418,0.9997221195,274280928.29,907912346.32,-10.299154944931498,-104243498.76999998,PayPal USD
2024-09-08,0.9997221195,1.0025525141,0.9956034128,0.9999944209,183215855.24,876179809.55,-3.4951101721019784,-31732536.7700001,PayPal USD
2024-09-15,0.9999944209,1.0017526722,0.9940381237,0.9995238162,185778744.89,771716228.71,-11.922619044788496,-104463580.83999991,PayPal USD
2024-01-07,0.9987216266,1.0079488715,0.9981311109,1.0004182736,21754167355.44,1838905572.42,2.2334267111585815,40173365.57000017,First Digital USD
2024-01-14,1.0004182736,1.0056869149,0.9958169038,0.9980930729,32567255738.4,2015136568.12,9.58347173139944,176230995.6999998,First Digital USD
2024-01-21,0.9976455868,1.0052994422,0.9976260641,1.000936044,24986896592.760002,2616607373.55,29.84764481700295,601470805.4300003,First Digital USD
2024-01-28,1.0014568951,1.0034472878,0.997073474,0.99974301,30258598696.59,2589019328.23,-1.0543440945276816,-27588045.32000017,First Digital USD
2024-02-04,0.9996610328,1.0014388202,0.9982618368,1.0000278291,28883684642.0,2584341762.1,-0.18066941714174334,-4677566.130000114,First Digital USD
2024-02-11,1.0000159436,1.0066052298,0.9984755835,1.0047978232,34712643599.42,2773179197.91,7.306983874166595,188837435.80999994,First Digital USD
2024-02-18,1.0048929289,1.0063352101,0.9989589205,0.9997833327,39873092175.55,2842849229.59,2.5122801920808735,69670031.6800003,First Digital USD
2024-02-25,0.9999631967,1.004684313,0.9972334864,1.0003179941,39092690727.25,3307780757.21,16.354420866950203,464931527.6199999,First Digital USD
2024-03-03,1.0005307802,1.0015170559,0.9951345509,0.9993735988,73973288118.63,3250499946.87,-1.7316991222935396,-57280810.34000015,First Digital USD
2024-03-10,0.9992638708,1.0058627551,0.985426824,1.0009748292,119317077546.45,3294447949.07,1.3520382377584461,43948002.200000286,First Digital USD
2024-03-17,1.0009748292,1.0130925836,0.9958990433,0.997762599,119636485902.44,3003494151.93,-8.831640433782983,-290953797.14000034,First Digital USD
2024-03-24,0.9963523799,1.0020677984,0.9943646535,0.9999475029,80162755819.34999,2622277860.73,-12.692426617679143,-381216291.1999998,First Digital USD
2024-03-31,0.9999475029,1.0090504383,0.9961590588,1.0024794609,48161337750.57,2556169166.61,-2.5210407756558806,-66108694.119999886,First Digital USD
2024-04-07,1.0024794609,1.0097395948,0.9963092817,0.9993402878,56593918355.29,3522094481.78,37.78800432253917,965925315.1700001,First Digital USD
2024-04-14,0.9993403566,1.00653274,0.9964803252,1.0013839655,68813874499.78,3961886163.35,12.48665201473349,439791681.5699997,First Digital USD
2024-04-21,1.0013451688,1.0034086594,0.9972381544,1.0000459842,57549846676.770004,3588931613.89,-9.413560462944892,-372954549.46000004,First Digital USD
2024-04-28,1.0000459842,1.0048864326,0.9975979627,0.9993966725,51029003827.94,4415606350.02,23.034006358064254,826674736.1300006,First Digital USD
2024-05-05,0.9993966725,1.0018430106,0.9952702865,1.0000970047,47953904564.54,3856875154.9,-12.65355538582984,-558731195.1200004,First Digital USD
2024-05-12,1.0000970047,1.0025826313,0.9983950724,1.0002931495,41297846507.630005,3817059577.13,-1.0323273679060052,-39815577.76999998,First Digital USD
2024-05-19,1.0002931495,1.0026758451,0.9982668773,0.9990538104,39215607732.07,3551406125.86,-6.959635968525846,-265653451.26999998,First Digital USD
2024-05-26,0.9990538104,1.0017023022,0.9967317825,0.998982935,49316954794.130005,3136567212.15,-11.680976464203841,-414838913.71000004,First Digital USD
2024-06-02,0.998982935,1.0010516073,0.9969829385,0.9990591604,38991571065.28,2901277384.1,-7.501507608017044,-235289828.0500002,First Digital USD
2024-06-09,0.9990591604,1.0031236485,0.9973059176,1.000196977,42615327057.3,3277356591.17,12.962538815869307,376079207.0700002,First Digital USD
2024-06-16,1.0002087201,1.0016905658,0.9969750031,0.9988774525,37912576984.26,2544463279.39,-22.362330475560523,-732893311.7800002,First Digital USD
2024-06-23,0.998878153,1.0025061599,0.9973286742,0.999717004,31274177192.95,2290132001.65,-9.995478409929037,-254331277.73999977,First Digital USD
2024-06-30,0.9996659342,1.0024227727,0.9973375669,0.9991207181,27383390711.3,2077234787.57,-9.296285713077301,-212897214.08000016,First Digital USD
2024-07-07,0.9988411509,1.00239903,0.996863961,0.9993719173,31311027371.7,1914437593.16,-7.837207203738583,-162797194.40999985,First Digital USD
2024-07-14,0.9994535833,1.0024658339,0.9979602229,1.0009335399,24586234944.47,1932059850.91,0.9204926717361728,17622257.75,First Digital USD
2024-07-21,1.0009378252,1.0038329836,0.9981962888,1.0006684507,26149097231.94,1990286118.66,3.013688614386112,58226267.75,First Digital USD
2024-07-28,1.0006684507,1.0024220921,0.9967707297,0.9996928727,27675713874.7,2007139879.4,0.846800898724398,16853760.74000001,First Digital USD
2024-08-04,0.9996928727,1.001731335,0.9964307938,0.9989876845,42427735016.53,2002226677.11,-0.24478624237533886,-4913202.2900002,First Digital USD
2024-08-11,0.9989876845,1.0020749133,0.9946607114,0.9984448795,52445722368.56,1903044756.32,-4.9535810267575915,-99181920.78999996,First Digital USD
2024-08-18,0.9984448795,1.0041436047,0.9975392622,1.0009836571,30480384970.95,2341836182.43,23.05733612689751,438791426.1099999,First Digital USD
2024-08-25,1.0009836571,1.0033545671,0.9982821625,0.9995051188,26193103835.09,3135608628.64,33.89530199274417,793772446.21,First Digital USD
2024-09-01,0.9995051188,1.0015589807,0.9970676238,0.9993085255,26747194431.98,2797119405.62,-10.795008660465765,-338489223.02,First Digital USD
2024-09-08,0.9993085255,1.0016157432,0.9962243495,0.9991501921,26450588089.82,2562493069.07,-8.388141603057274,-234626336.5499997,First Digital USD
2024-09-15,0.9991501921,1.0034630543,0.9972320937,1.0012857223,26067883026.66,2519197277.12,-1.6895964509169747,-43295791.950000286,First Digital USD
