metric_date,open,high,low,close,volume,market_cap,mcap_weekly_growth,mcap_weekly_change,crypto,type
2024-07-28,68152.9761329417,69398.5113084796,63473.4732846473,68255.8657690205,227265184991.35,1346858598263.74,0.1686241310177694,2267305383.3601074,Bitcoin,cryptocoins
2024-08-04,68259.0549329203,69987.5422080099,57210.8033286504,58116.9769610403,251002338760.53998,1146844860380.54,-14.85038875952096,-200013737883.19995,Bitcoin,cryptocoins
2024-08-11,58110.2984557763,62673.7639765565,49121.2373775943,58719.483169327,317158734647.65,1159042118919.04,1.0635491303028433,12197258538.5,Bitcoin,cryptocoins
2024-08-18,58719.3952192515,61687.756592205,56161.5928697264,58483.9649819015,193731393138.94,1154518920582.08,-0.39025314638077013,-4523198336.959961,Bitcoin,cryptocoins
2024-08-25,58480.7127277463,64996.4201037902,57864.7095096926,64333.5441834656,200670274120.25998,1270273035259.48,10.026177363904921,115754114677.3999,Bitcoin,cryptocoins
2024-09-01,64342.2254421225,64489.7063803201,57217.8238628753,57325.4876891906,208589155271.33,1132107052433.14,-10.876872844751585,-138165982826.3401,Bitcoin,cryptocoins
2024-09-08,57326.967287785,59815.056946191,52598.6996623841,54841.5663542288,207052844168.58,1083415774482.94,-4.3009429051388715,-48691277950.19995,Bitcoin,cryptocoins
2024-09-15,54851.8873519906,60656.7211280316,54598.4337284331,59182.8353338828,201400392019.22,1169182849928.94,7.91635837930571,85767075446.0,Bitcoin,cryptocoins
2024-01-07,2282.8703382432,2431.2123754129,2113.9253493259,2222.8658884902,73516556683.04,267155209385.25,-2.567186216565842,-7039077951.109985,Ethereum,cryptocoins
2024-01-14,2222.857691307,2710.4219412247,2171.9936825863,2472.241275463,125618508716.34,297118235336.26,11.215587380818004,29963025951.01001,Ethereum,cryptocoins
2024-01-21,2471.6668709652,2613.56691877,2414.7109038558,2453.9130976476,64386569186.46,294903756221.33,-0.7453191529708025,-2214479114.9299927,Ethereum,cryptocoins
2024-01-28,2454.9874059847,2463.4472381708,2167.2825115671,2257.2088341312,71958589076.85,271274175520.41,-8.012641481306071,-23629580700.920013,Ethereum,cryptocoins
2024-02-04,2256.9952487754,2388.8705558953,2237.71155131,2289.5461210156,56097099150.45,275163535441.69,1.4337376249761613,3889359921.279999,Ethereum,cryptocoins
2024-02-11,2289.2054477896,2537.6791333559,2270.0679490957,2507.5705705477,63856317021.92,301336201773.94,9.511676861629903,26172666332.25,Ethereum,cryptocoins
2024-02-18,2507.5789107654,2892.8435818157,2473.8119528604,2878.9981551892,134822714726.83,345956120895.87,14.807354330231949,44619919121.92999,Ethereum,cryptocoins
2024-02-25,2881.2969827349,3117.4290251364,2860.2636681831,3112.6973529916,110605610536.06,374009336729.28,8.108894203335648,28053215833.410034,Ethereum,cryptocoins
2024-03-03,3112.5290211809,3518.9691433387,3037.9545468347,3490.9936365072,142497612148.68,419394728670.73,12.134828595014824,45385391941.44995,Ethereum,cryptocoins
2024-03-10,3489.340085297,3998.8262970391,3224.1194435907,3881.1931892574,185721718352.69998,466138296994.82,11.145483032713255,46743568324.09003,Ethereum,cryptocoins
2024-03-17,3881.2377350386,4092.2841423537,3414.1723814514,3642.4130062163,176829887412.79,437365362293.23,-6.172617630237265,-28772934701.590027,Ethereum,cryptocoins
2024-03-24,3642.2988844518,3642.4969855227,3059.6548999221,3454.6364675678,160121912002.63998,414841195862.23,-5.149965766127307,-22524166431.0,Ethereum,cryptocoins
2024-03-31,3454.8856636929,3678.7898114046,3421.7904966077,3647.8563802749,104883881409.65001,437995776899.17,5.581552957587577,23154581036.940002,Ethereum,cryptocoins
2024-04-07,3647.819701525,3648.1292263639,3205.6491168976,3453.4945694385,102668185351.4,414660162811.1,-5.327817143187219,-23335614088.070007,Ethereum,cryptocoins
2024-04-14,3453.4987171847,3727.6165574482,2862.3936644865,3156.9419671803,145805696901.14,379048988304.69,-8.588038519300145,-35611174506.40997,Ethereum,cryptocoins
2024-04-21,3156.8301726537,3277.5616257879,2868.7958260107,3147.2884742744,113975893651.85,377899123113.36,-0.3033552988685795,-1149865191.330017,Ethereum,cryptocoins
2024-04-28,3147.6635901864,3351.1765359736,3071.3399882045,3262.7747417145,84929878522.97,398178669381.67,5.366391459507747,20279546268.309998,Ethereum,cryptocoins
2024-05-05,3262.3408974317,3285.4686346124,2815.9232415551,3137.2489184783,96396963322.4,376807893129.84,-5.36713236924935,-21370776251.829956,Ethereum,cryptocoins
2024-05-12,3137.5101427056,3220.152341996,2881.0006336126,2928.7020128967,72388895378.59,351783417609.47,-6.641176041327546,-25024475520.370056,Ethereum,cryptocoins
2024-05-19,2928.8140505568,3146.7905877177,2863.5458419329,3071.8429493039,86103439284.92,369005020735.37,4.895513052584666,17221603125.900024,Ethereum,cryptocoins
2024-05-26,3071.858800454,3943.5538773174,3050.2978204766,3825.8975522959,186559347676.53,459651311321.1,24.565056162402875,90646290585.72998,Ethereum,cryptocoins
2024-06-02,3826.127215448,3973.5564375729,3702.2635549334,3780.8958883416,106351120910.6,454246781835.3,-1.1757889845384395,-5404529485.799988,Ethereum,cryptocoins
2024-06-09,3780.854358203,3887.4859360656,3615.2803367293,3705.903804425,91727708657.12,445269327128.79,-1.976338647956577,-8977454706.51001,Ethereum,cryptocoins
2024-06-16,3705.8772936141,3711.4286970156,3366.2238154223,3620.5634464932,99583224999.21,435027296279.56,-2.3001878245854535,-10242030849.22998,Ethereum,cryptocoins
2024-06-23,3622.3835665223,3634.2853282448,3371.5903388381,3418.6118772591,103027067435.47,418014043658.51,-3.910847150638752,-17013252621.049988,Ethereum,cryptocoins
2024-06-30,3418.7831418412,3482.9575886476,3244.241470421,3432.8890895755,87681546037.22,412589046062.36,-1.2978027122413804,-5424997596.150024,Ethereum,cryptocoins
2024-07-07,3432.6074808213,3513.3108199999,2826.0144079072,2929.3872316715,111653332271.6,352114562456.68,-14.657316810233423,-60474483605.67999,Ethereum,cryptocoins
2024-07-14,2929.8616406366,3266.4876563321,2826.4817185351,3244.0790922444,99540552163.18,389989323470.73,10.756374502037147,37874761014.04999,Ethereum,cryptocoins
2024-07-21,3246.1316976876,3546.6192375618,3235.776147546,3536.6054396998,112438642512.73,425202725801.31,9.029324704891039,35213402330.58002,Ethereum,cryptocoins
2024-07-28,3536.6271724925,3560.0755054452,3088.7644900984,3271.4646364709,124677659196.01,393322680889.11,-7.497610663741849,-31880044912.200012,Ethereum,cryptocoins
2024-08-04,3271.4534640628,3396.6257551377,2639.5667259006,2686.3988610452,129117580556.27,323015051181.3,-17.875305219846172,-70307629707.81,Ethereum,cryptocoins
2024-08-11,2686.0274982721,2721.9544984356,2122.546236037,2553.252240415,182306235812.56,307103536125.21,-4.925936112852913,-15911515056.089966,Ethereum,cryptocoins
2024-08-18,2553.4966053215,2775.2809657522,2513.3941625541,2613.3571785326,99366708701.55,314268369391.92,2.3330350920442555,7164833266.709961,Ethereum,cryptocoins
2024-08-25,2612.7185097561,2820.0205615881,2538.6577920946,2749.1576670875,86706271252.05,330719150375.36,5.234628294050325,16450780983.440002,Ethereum,cryptocoins
2024-09-01,2749.2475733083,2763.0041773069,2401.1750014042,2427.9022806575,98590549110.23001,292099196088.96,-11.677568185140485,-38619954286.39996,Ethereum,cryptocoins
2024-09-08,2427.9733430705,2563.085947551,2150.8632293618,2297.2928618416,101937840381.51001,276486164481.31,-5.3451128304012885,-15613031607.650024,Ethereum,cryptocoins
2024-09-15,2297.8962878887,2462.8029995518,2274.1155213156,2320.8972417266,88286749991.31,279290338598.1,1.014218603686956,2804174116.789978,Ethereum,cryptocoins
2024-01-07,312.3859233812,332.7492000922,301.0862070464,302.8905418289,8382342471.07,45945745811.36,-3.055891354052176,-1448310880.790001,BNB,cryptocoins
2024-01-14,302.903509059,316.7200566006,290.122051588,299.0513325975,7845006314.21,45363002747.31,-1.2683286640782332,-582743064.050003,BNB,cryptocoins
2024-01-21,299.02581115,321.2838056788,299.02581115,318.3187077885,7577522967.16,47604137774.6,4.940446821331501,2241135027.290001,BNB,cryptocoins
2024-01-28,318.3790810452,319.7400854653,287.7281422059,304.9756054226,6500403247.82,45608331824.54,-4.19250519673291,-1995805950.0599976,BNB,cryptocoins
2024-02-04,305.0214621406,312.9622116067,296.5621293035,304.7341614589,5295890865.87,45571898678.88,-0.07988265345938439,-36433145.66000366,BNB,cryptocoins
2024-02-11,304.7184300904,325.6445823481,299.5491207308,320.7875296021,6027882426.02,47972272474.14,5.267223584810687,2400373795.260002,BNB,cryptocoins
2024-02-18,320.8040099306,365.5620840085,315.9324231313,349.6799566244,8023703137.01,52292631102.25,9.005949489757725,4320358628.110001,BNB,cryptocoins
2024-02-25,349.6782721132,390.450089561,346.0740042092,388.5517292678,11214390127.5,58105243467.07,11.115547721158547,5812612364.82,BNB,cryptocoins
2024-03-03,388.5350181379,427.0468111533,382.2568663643,414.3810829134,13002239113.24,61967269448.06,6.64660493708924,3862025980.989998,BNB,cryptocoins
2024-03-10,414.4140331,537.4152824541,363.2206500716,529.3747285436,22506598302.54,79173618236.46,27.76683391354222,17206348788.40001,BNB,cryptocoins
2024-03-17,529.4474713717,641.4811696316,509.9839123365,571.0855660128,32281427860.48,85399260047.54,7.863278134499896,6225641811.079987,BNB,cryptocoins
2024-03-24,571.0855660128,587.7314716863,498.5623514275,567.9947895406,20759584971.51,84936338670.94,-0.5420671986411718,-462921376.59999084,BNB,cryptocoins
2024-03-31,567.9947895406,619.9725701626,565.1378497837,606.9086348134,14543673959.619999,90754649517.27,6.850202089439339,5818310846.330002,BNB,cryptocoins
2024-04-07,606.9086658214,607.6455890551,540.2468268068,584.1021975923,13625071162.98,87343737468.08,-3.758388211879904,-3410912049.1900024,BNB,cryptocoins
2024-04-14,584.1021975923,626.9840585204,517.2700892482,567.2184728037,13685359401.68,84818478828.9,-2.891173096528954,-2525258639.180008,BNB,cryptocoins
2024-04-21,567.2184728037,585.4859917354,514.1128664584,579.6199475177,8438826727.94,86672374451.13,2.1857213756094174,1853895622.230011,BNB,cryptocoins
2024-04-28,579.6146839895,617.8062253178,579.1416554966,600.0711823044,7641684002.8,88563280489.76,2.181670977176431,1890906038.6299896,BNB,cryptocoins
2024-05-05,600.0711823044,603.3228143574,538.0464515384,592.1404075735,6944454477.49,87392373028.9,-1.3221139216894606,-1170907460.8600006,BNB,cryptocoins
2024-05-12,592.1398633982,602.5897350767,575.148004398,594.4245782985,10690599470.16,87729246605.52,0.3854725131546832,336873576.6200104,BNB,cryptocoins
2024-05-19,594.4245782985,597.7680216902,561.1272289111,574.6316794103,11601953724.09,84807762903.79,-3.3301137474332165,-2921483701.730011,BNB,cryptocoins
2024-05-26,574.6316794103,629.8610789776,569.52358259,599.8259343242,15023885848.37,88525731649.52,4.3839957787211725,3717968745.730011,BNB,cryptocoins
2024-06-02,599.8259343242,613.3882005708,586.5576719354,603.0266230454,11701872945.03,88997799990.63,0.5332555092331326,472068341.1100006,BNB,cryptocoins
2024-06-09,603.050937153,720.6726010999,601.1831673741,673.3153333982,19677658458.41,99357408213.57,11.640296978162045,10359608222.940002,BNB,cryptocoins
2024-06-16,673.335451954,674.3135027253,590.4963500731,610.0539981783,14638726486.27,90034253482.68,-9.383452022872596,-9323154730.890015,BNB,cryptocoins
2024-06-23,610.0736628135,611.9440149277,575.7616889486,577.2108928734,12173595050.02,85176656020.59,-5.395277101980367,-4857597462.089996,BNB,cryptocoins
2024-06-30,577.2229191833,584.3499670126,552.9365238529,581.7711182162,11370700044.58,85859638106.27,0.8018418632388169,682982085.6800079,BNB,cryptocoins
2024-07-07,581.6745476307,587.2811925569,456.9233891776,490.6131377749,13065753571.74,72406012380.21,-15.669324985283783,-13453625726.059998,BNB,cryptocoins
2024-07-14,490.7128020658,547.3585949426,472.1613968253,544.8187101794,11692749433.14,80405575846.04,11.048203322983197,7999563465.829987,BNB,cryptocoins
2024-07-21,544.9209002366,603.6642283797,544.7007815147,601.8511809617,12931839883.56,88822252491.89,10.467777336693906,8416676645.850006,BNB,cryptocoins
2024-07-28,601.8511809617,605.1911896716,554.756010751,584.0995915474,12311698023.91,85212875779.99,-4.063595113431228,-3609376711.899994,BNB,cryptocoins
2024-08-04,584.0995915474,596.6490836324,488.2488190354,497.0390937742,13350538078.37,72536450573.63,-14.876185189535319,-12676425206.36,BNB,cryptocoins
2024-08-11,497.0390937742,535.5400127735,407.52458205,503.8045256329,14987363371.369999,73523440056.08,1.3606806986621534,986989482.449997,BNB,cryptocoins
2024-08-18,503.8041638677,547.1613850747,500.2337107992,531.6085507317,11345918890.64,77580877632.38,5.518563295195644,4057437576.300003,BNB,cryptocoins
2024-08-25,531.6085507317,597.5437328454,529.6116292487,574.2499650575,13342298706.39,83803381527.6,8.020667057551956,6222503895.220001,BNB,cryptocoins
2024-09-01,574.2499650575,575.9811975376,508.7206107466,512.5952012561,11492797418.24,74805529170.96,-10.736860724022968,-8997852356.64,BNB,cryptocoins
2024-09-08,512.5952012561,537.9566677353,473.168903464,503.0001618016,11176832531.85,73405057386.73,-1.872150093383318,-1400471784.230011,BNB,cryptocoins
2024-09-15,503.0001618016,561.5770839975,501.9822184931,553.9722707377,11142259883.6,80843399506.86,10.133282889408513,7438342120.130005,BNB,cryptocoins
2024-01-07,101.5128100998,116.8824911028,88.2234552262,89.2763469989,22230760994.8,38549501330.29,-11.535049436465862,-5026515029.549995,Solana,cryptocoins
2024-01-14,89.2781780385,106.9357343236,85.6467007601,94.1331412224,24098899953.67,40716891332.77,5.622355484990371,2167390002.4799957,Solana,cryptocoins
2024-01-21,94.0365475468,102.9231418729,87.4836592607,90.8484332896,14197778979.880001,39339877376.47,-3.381923106668361,-1377013956.2999954,Solana,cryptocoins
2024-01-28,90.903693878,99.3773735518,79.0666941892,95.9379822346,15388810593.8,41577492468.44,5.687905609254296,2237615091.970001,Solana,cryptocoins
2024-02-04,95.9379822346,106.2134590384,93.3791924476,95.4769596685,17926315541.41,41636501944.27,0.14192649033557547,59009475.8299942,Solana,cryptocoins
2024-02-11,95.4714685735,110.7427882935,93.2807391527,107.4952864041,13417076412.1,47008921890.01,12.903149147665992,5372419945.7400055,Solana,cryptocoins
2024-02-18,107.49262721,118.3277827099,103.6092910822,112.1746725413,15031180113.8,49437771948.54,5.166785284318887,2428850058.529999,Solana,cryptocoins
2024-02-25,112.1788227511,114.7179766139,98.585206723,103.4534925489,12109714055.43,45631391775.02,-7.699336000582879,-3806380173.5200043,Solana,cryptocoins
2024-03-03,103.4507064766,137.6018722479,100.4552035941,130.4508641103,27398484165.6,57782564591.67,26.628976991453325,12151172816.650002,Solana,cryptocoins
2024-03-10,130.4232339344,152.4179239682,109.5387583745,144.5151840443,37496454728.3,64055231607.5,10.855639690202112,6272667015.830002,Solana,cryptocoins
2024-03-17,144.5144865849,204.2925453175,137.6329868205,202.1235607856,62878383015.95,89697345896.0,40.0312568466268,25642114288.5,Solana,cryptocoins
2024-03-24,202.1226040964,209.6960618569,163.2962696776,183.5734516463,46607761982.78,81539943651.14,-9.094363008597984,-8157402244.860001,Solana,cryptocoins
2024-03-31,183.5734516463,203.0267870553,180.4204444354,202.874131194,22714575562.739998,90192360865.17,10.611262194450921,8652417214.029999,Solana,cryptocoins
2024-04-07,202.8744339989,204.1797657778,168.2360744088,179.6498527519,30613491830.760002,80048604596.75,-11.246802025266934,-10143756268.419998,Solana,cryptocoins
2024-04-14,179.6506914183,184.3028663064,119.8333403765,151.2849466411,32303929437.059998,67565919330.09,-15.593882403749992,-12482685266.660004,Solana,cryptocoins
2024-04-21,151.2994342421,155.9611649226,126.8652810948,148.6093127546,30802855316.64,66417713293.19,-1.6993863892985628,-1148206036.899994,Solana,cryptocoins
2024-04-28,148.6093127546,159.9445999575,134.028907711,137.8564122775,20214192647.52,61662678759.52,-7.159286729249004,-4755034533.670006,Solana,cryptocoins
2024-05-05,137.8601881927,148.9357481704,119.3848081172,145.713028127,21690703288.35,65197416097.08,5.732377199091898,3534737337.560005,Solana,cryptocoins
2024-05-12,145.7120475747,159.0534564503,140.1690913217,143.5208156491,15018659328.19,64374674547.7,-1.2619235525452854,-822741549.3800049,Solana,cryptocoins
2024-05-19,143.5208156491,175.7790920851,138.0328586808,170.0913547301,20377504715.28,76356164592.96,18.612117466134958,11981490045.26001,Solana,cryptocoins
2024-05-26,170.0913547301,188.4938346861,161.2638725131,163.3509088571,26588885652.5,73410229629.36,-3.858149475296746,-2945934963.600006,Solana,cryptocoins
2024-06-02,163.3509088571,173.6419461017,161.6532450639,163.2499076498,16909595840.369999,75044190328.88,2.2257942902095262,1633960699.5200043,Solana,cryptocoins
2024-06-09,163.2501533406,175.4753133767,155.7987696402,162.0835975651,15108039150.51,74686342403.05,-0.47684960589452485,-357847925.83000183,Solana,cryptocoins
2024-06-16,162.0788916464,162.8277550825,140.1153818083,151.1255055499,14110543597.15,69790883511.71,-6.554690903085481,-4895458891.339996,Solana,cryptocoins
2024-06-23,151.1372449287,151.584771967,128.2696997003,128.5904268043,15103622298.26,59426910196.83,-14.85003884947389,-10363973314.880005,Solana,cryptocoins
2024-06-30,128.5980031878,150.7672121567,123.6693360232,146.4924977253,15542483599.24,67754180754.1,14.01262581158762,8327270557.269997,Solana,cryptocoins
2024-07-07,146.4812747584,154.7129737996,122.4423092729,131.7740977167,18461761386.18,61083183722.35,-9.84588250865437,-6670997031.75,Solana,cryptocoins
2024-07-14,131.7970311236,148.5470562345,128.5629264309,147.6223179184,15481352688.36,68505448232.07,12.151076707883245,7422264509.720001,Solana,cryptocoins
2024-07-21,147.6661339905,184.8703083292,147.2028871737,184.5416091616,18521041191.45,85691896425.9,25.087710010463617,17186448193.829994,Solana,cryptocoins
2024-07-28,184.5455685191,188.1405942538,165.9325372669,184.8860789446,21135812280.12,85918799309.86,0.26478919643961873,226902883.9600067,Solana,cryptocoins
2024-08-04,184.887184947,193.732282549,132.1396716631,138.0550835419,26340153672.21,64260062822.75,-25.20837891251171,-21658736487.11,Solana,cryptocoins
2024-08-11,138.0526883909,163.2494877865,110.6095578216,141.5268529939,38135800737.5,66058032038.88,2.7979574515657912,1797969216.1299973,Solana,cryptocoins
2024-08-18,141.5320759126,151.7260475999,136.3846458369,142.5868822403,17125526965.89,66475110938.91,0.6313825694724384,417078900.0300064,Solana,cryptocoins
2024-08-25,142.5868822403,162.1693262715,139.2665479471,158.9091253482,14889077111.31,74059730780.65,11.40971370278747,7584619841.73999,Solana,cryptocoins
2024-09-01,158.9115059066,161.911108083,128.2432515125,128.6905544483,15952566040.9,60044986646.12,-18.923568836671635,-14014744134.529991,Solana,cryptocoins
2024-09-08,128.6905544483,137.144756638,121.0553799707,129.9895158229,14629505944.04,60788641467.58,1.2384961059993094,743654821.4599991,Solana,cryptocoins
2024-09-15,129.9895158229,139.8325054636,127.2197929898,131.4993882044,11785359995.71,61571695450.6,1.2881583863617374,783053983.0199966,Solana,cryptocoins
2024-01-07,0.6156559565,0.6386270732,0.538765645,0.5517405422,10145462864.91,29910096169.14,-10.13613429529232,-3373689181.720001,XRP,cryptocoins
2024-01-14,0.5517160942,0.6223402764,0.5506751899,0.5762326164,11363537592.59,31270312553.37,4.547683085129672,1360216384.2299995,XRP,cryptocoins
2024-01-21,0.5761553512,0.5884604947,0.5239365634,0.5461110369,6427950250.68,29675585018.2,-5.099813225237925,-1594727535.1699982,XRP,cryptocoins
2024-01-28,0.5462161528,0.5486381831,0.4975452058,0.5240936058,6289357830.32,28497334190.2,-3.970438416891797,-1178250828.0,XRP,cryptocoins
2024-02-04,0.5240883719,0.5395769881,0.4903467369,0.5032881922,7246719884.76,27397092102.13,-3.860859688582252,-1100242088.0699997,XRP,cryptocoins
2024-02-11,0.503243586,0.5353353081,0.4982325984,0.5260843031,5723753401.09,28675260873.43,4.665344652400627,1278168771.2999992,XRP,cryptocoins
2024-02-18,0.5261020241,0.5784599752,0.5148927355,0.5569030762,8191753826.88,30383851331.45,5.958412952410663,1708590458.0200005,XRP,cryptocoins
2024-02-25,0.5569206189,0.5744642066,0.5267097426,0.5424247352,7899266664.86,29613270171.04,-2.53615366927622,-770581160.4099998,XRP,cryptocoins
2024-03-03,0.5424357803,0.6495140461,0.5292327673,0.6270719011,16999168081.11,34278278017.26,15.753099266902627,4665007846.219997,XRP,cryptocoins
2024-03-10,0.6271682855,0.66851023,0.5502353463,0.6084322282,19174684603.16,33302773671.38,-2.8458382459842557,-975504345.8799973,XRP,cryptocoins
2024-03-17,0.6084162399,0.7421258934,0.5895977253,0.6192317833,24501839925.2,33934018894.2,1.8954734192680345,631245222.8199997,XRP,cryptocoins
2024-03-24,0.6192317833,0.6642266567,0.5708743221,0.6329498525,16333257812.28,34739163804.9,2.372677734430151,805144910.7000008,XRP,cryptocoins
2024-03-31,0.6329533326,0.6592964933,0.6048366719,0.6292254905,11289828840.69,34571158666.17,-0.48361883341102585,-168005138.73000336,XRP,cryptocoins
2024-04-07,0.6292254905,0.6320357626,0.5635697204,0.5948336258,11116094994.36,32746598127.04,-5.2776956559325345,-1824560539.1299973,XRP,cryptocoins
2024-04-14,0.5948351762,0.641257769,0.4336342249,0.5042584038,17660266709.32,27794218119.42,-15.123341937404644,-4952380007.620003,XRP,cryptocoins
2024-04-21,0.5042501994,0.5366102618,0.4690067148,0.5246801478,11761981894.72,28924955275.71,4.06824596191806,1130737156.290001,XRP,cryptocoins
2024-04-28,0.5246762994,0.5691300368,0.5094550483,0.5103769986,8337122079.08,28191052606.13,-2.537264665008143,-733902669.579998,XRP,cryptocoins
2024-05-05,0.5103754241,0.5401413164,0.4802075815,0.529783876,7689878912.53,29263355596.12,3.8036997233541703,1072302989.9899979,XRP,cryptocoins
2024-05-12,0.5297885727,0.5688805444,0.4974472512,0.499475422,6952927972.9,27650548006.25,-5.51135560845879,-1612807589.869999,XRP,cryptocoins
2024-05-19,0.499475422,0.5288697979,0.4879190056,0.5096614267,6414294367.690001,28178645674.56,1.9098994645264655,528097668.3100014,XRP,cryptocoins
2024-05-26,0.5096614267,0.5561178614,0.507495974,0.5282114549,9237506573.369999,29279012242.08,3.9049661230291965,1100366567.5200005,XRP,cryptocoins
2024-06-02,0.5282114549,0.5399296452,0.5092866447,0.5134816466,7187451191.03,28472741617.34,-2.7537494027248033,-806270624.7400017,XRP,cryptocoins
2024-06-09,0.5134755859,0.5306640732,0.4636008584,0.4985828045,8535967202.820001,27674416129.73,-2.803823735483968,-798325487.6100006,XRP,cryptocoins
2024-06-16,0.4986024357,0.5051656609,0.4646848322,0.4888320775,7621717732.57,27164625233.5,-1.8421017225448977,-509790896.22999954,XRP,cryptocoins
2024-06-23,0.4888136583,0.5191423415,0.4772831761,0.4794885888,8249118114.89,26668285443.74,-1.827154932172237,-496339789.7599983,XRP,cryptocoins
2024-06-30,0.4794987798,0.4812981832,0.4635967666,0.4754826521,5710504086.34,26478833691.99,-0.7104009447839177,-189451751.75,XRP,cryptocoins
2024-07-07,0.4754722403,0.4877254547,0.3911394723,0.4198230598,8089113640.009999,23393827164.85,-11.65083992378877,-3085006527.140003,XRP,cryptocoins
2024-07-14,0.4198026126,0.5635793937,0.404670057,0.5228627843,10616772157.630001,29178535176.36,24.727497432321456,5784708011.510002,XRP,cryptocoins
2024-07-21,0.5227342038,0.636643537,0.5211588356,0.5974669768,17204002307.53,33404772021.67,14.484061039273932,4226236845.3099976,XRP,cryptocoins
2024-07-28,0.5974795491,0.6321554796,0.5842763954,0.6019465912,11259624588.75,33685321446.06,0.8398483432487058,280549424.3900032,XRP,cryptocoins
2024-08-04,0.6019442192,0.6579108403,0.5164283817,0.5233964074,12205387707.439999,29309788932.99,-12.989433751067214,-4375532513.07,XRP,cryptocoins
2024-08-11,0.5233957805,0.6416193806,0.4334920341,0.5529324544,18091693363.36,31021863580.63,5.84130664179896,1712074647.6399994,XRP,cryptocoins
2024-08-18,0.5529314084,0.5831127675,0.5521628812,0.5638752537,7164032072.93,31640690553.26,1.994809148140253,618826972.6299973,XRP,cryptocoins
2024-08-25,0.5638736982,0.6304442886,0.5623202351,0.6001835289,8238876821.83,33718501284.19,6.56689438377609,2077810730.9300003,XRP,cryptocoins
2024-09-01,0.6001859099,0.6021874132,0.5448002254,0.5479904299,7115678879.889999,30825091015.08,-8.581076141918164,-2893410269.109997,XRP,cryptocoins
2024-09-08,0.5479864092,0.5720516084,0.5058957223,0.5292905838,6231523509.58,29815703245.62,-3.2745654147986025,-1009387769.4600029,XRP,cryptocoins
2024-09-15,0.5293100258,0.5985774155,0.5239286523,0.5709745671,7219422067.38,32194984842.15,7.979961354356191,2379281596.5300026,XRP,cryptocoins
2024-01-07,0.089473252,0.0943296135,0.0776350292,0.0782245904,3698094605.1,11151707494.12,-12.512482372048773,-1594919449.33,Dogecoin,cryptocoins
2024-01-14,0.0782279757,0.0876354424,0.0749720551,0.0799782037,4408062502.86,11409264761.12,2.3095769606206407,257557267.0,Dogecoin,cryptocoins
2024-01-21,0.0799685465,0.0899984741,0.0751524987,0.0852732693,3160931231.89,12172700904.99,6.691370214070269,763436143.8699989,Dogecoin,cryptocoins
2024-01-28,0.0852922458,0.0854163354,0.0760907712,0.0788127979,2647707297.69,11257969693.43,-7.51461174228819,-914731211.5599995,Dogecoin,cryptocoins
2024-02-04,0.0788125722,0.0828716088,0.0776837395,0.0782378645,1995154684.8200002,11183258260.32,-0.6636314996797399,-74711433.11000061,Dogecoin,cryptocoins
2024-02-11,0.078247534,0.0832790499,0.0775043734,0.0811930468,1762694206.96,11613346482.1,3.845822136702526,430088221.7800007,Dogecoin,cryptocoins
2024-02-18,0.0812027694,0.0880484501,0.0795679722,0.0851664898,3133302700.12,12189771221.39,4.963468025159323,576424739.289999,Dogecoin,cryptocoins
2024-02-25,0.0851694358,0.0912084143,0.0821734854,0.086099171,3280322619.39,12331469933.45,1.1624394706551744,141698712.06000137,Dogecoin,cryptocoins
2024-03-03,0.086098474,0.1557590976,0.0842917444,0.1538357683,22334621631.35,22047638692.57,78.79165104854363,9716168759.119999,Dogecoin,cryptocoins
2024-03-10,0.1539411399,0.2054387119,0.130102746,0.1699204076,32922782417.08,24367183741.61,10.520605319161369,2319545049.040001,Dogecoin,cryptocoins
2024-03-17,0.1699069466,0.1915123587,0.1377322687,0.1543299185,21722771461.46,22147566191.17,-9.109044253849197,-2219617550.4400024,Dogecoin,cryptocoins
2024-03-24,0.1543277435,0.1799004893,0.1234532715,0.1764533653,18809525924.93,25339477246.6,14.412017229697138,3191911055.4300003,Dogecoin,cryptocoins
2024-03-31,0.1764533653,0.2265807821,0.1701662274,0.2200642944,24452739335.32,31623141219.06,24.79792266947074,6283663972.460003,Dogecoin,cryptocoins
2024-04-07,0.2200654871,0.2200677874,0.1680365395,0.1991083365,18708726846.66,28630071762.69,-9.464807545956289,-2993069456.3700027,Dogecoin,cryptocoins
2024-04-14,0.1991061629,0.2086902231,0.1321951858,0.1622849162,21112740283.89,23350770292.63,-18.43970743007306,-5279301470.059998,Dogecoin,cryptocoins
2024-04-21,0.1622849162,0.168890202,0.1396442203,0.1582595297,15127276833.92,22786527781.65,-2.416376436018841,-564242510.9799995,Dogecoin,cryptocoins
2024-04-28,0.1582589826,0.1640942245,0.1432987354,0.1466989898,7266562071.67,21135925251.49,-7.243765026320648,-1650602530.1599998,Dogecoin,cryptocoins
2024-05-05,0.1466992367,0.1690921668,0.1203481921,0.1610675686,11382284598.949999,23221033412.76,9.865232472484276,2085108161.2699966,Dogecoin,cryptocoins
2024-05-12,0.1610658589,0.1689406887,0.1400156715,0.1412308683,7332440000.52,20374806281.27,-12.257107945617918,-2846227131.489998,Dogecoin,cryptocoins
2024-05-19,0.1412308683,0.1590249368,0.1360426626,0.1491073343,9630331088.76,21525183441.04,5.646076551056645,1150377159.7700005,Dogecoin,cryptocoins
