timestamp,name,open,high,low,close,volume,market_cap
2024-08-01 0:00:00,PYUSD,1.000303593,1.00222025,0.9991824559,1.00030985,17518562.38,641046530.1
2024-08-01 0:00:00,USDT,0.999732442,1.001065963,0.9987259621,0.9991079295,65833386618,114389973000
2024-08-01 0:00:00,USDC,1.000025971,1.001321557,0.9996373138,1.000003834,7390211553,32961318065
2024-08-01 0:00:00,FDUSD,0.9990352903,1.001343822,0.9973121836,0.9989050482,7608407227,2008553936
2024-08-01 0:00:00,TUSD,0.9993437872,1.000166323,0.9976940938,0.9987029006,42134673.16,494559207
2024-07-31 0:00:00,PYUSD,1.000075887,1.001921391,0.997269035,1.000303907,11025993.75,625604431.2
2024-07-31 0:00:00,USDT,0.9998396178,1.001222416,0.9992877757,0.9997333762,52003171104,114435510391
2024-07-31 0:00:00,USDC,1.000006073,1.00110892,0.9996761076,1.000035725,5968875897,33353986831
2024-07-31 0:00:00,FDUSD,0.9998321607,1.001569579,0.9980388877,0.9990333831,5719735015,2003821643
2024-07-31 0:00:00,TUSD,0.9997913411,1.000609254,0.9987412176,0.9993437872,37155512.55,494876575
2024-07-30 0:00:00,PYUSD,0.9995510697,1.001734856,0.9983628487,1.000060508,8408088.66,611726746.1
2024-07-30 0:00:00,USDT,0.999796668,1.001258951,0.9993691721,0.9998297928,51267032806,114443245378
2024-07-30 0:00:00,USDC,0.9999466305,1.001027566,0.9996104861,1.000001569,5332646102,33463345382
2024-07-30 0:00:00,FDUSD,0.9992345828,1.001510313,0.9979701677,0.9998321607,4049798920,2005419971
2024-07-30 0:00:00,TUSD,0.9999596474,1.000756727,0.9991678812,0.9997913411,36616255.34,495098204.4
2024-07-29 0:00:00,PYUSD,0.9992879047,1.000420499,0.9973913887,0.9995328901,15410175.01,581626841.5
2024-07-29 0:00:00,USDT,0.9999143932,1.001263008,0.9995023089,0.9997949788,63609014546,114394587328
2024-07-29 0:00:00,USDC,0.9999186427,1.001063261,0.9996546204,0.9999644993,6797227757,33776561879
2024-07-29 0:00:00,FDUSD,0.9996928727,1.001731335,0.9980025651,0.9992345828,4760436610,2006219745
2024-07-29 0:00:00,TUSD,1.000071673,1.001360258,0.9994295811,0.9999596474,46773107.81,495181550
2024-07-28 0:00:00,PYUSD,0.9997865073,1.000710735,0.9977723734,0.9992879047,6019996.95,586694427.1
2024-07-28 0:00:00,USDT,1.000039791,1.00107525,0.9997526377,0.9999081969,33668335667,114407348239
2024-07-28 0:00:00,USDC,0.9999986691,1.001000748,0.9997276062,0.9999063794,3031560130,34148900491
2024-07-28 0:00:00,FDUSD,0.9998217625,1.001385668,0.998453576,0.9996928727,2188102351,2007139879
2024-07-28 0:00:00,TUSD,1.000222178,1.000893982,0.9996038654,1.000071673,35163702.11,495237025.2
2024-07-27 0:00:00,PYUSD,0.9997799528,1.002769523,0.9982780412,0.9997865073,11097707.04,586987162.9
2024-07-27 0:00:00,USDT,1.00015545,1.002043925,0.9995856588,1.000086649,55047490100,114333758547
2024-07-27 0:00:00,USDC,1.000180631,1.00128206,0.9993814333,1.000054837,5532713251,34157184979
2024-07-27 0:00:00,FDUSD,0.9998467669,1.002422092,0.9981106776,0.9998217625,3744534935,2007398659
2024-07-27 0:00:00,TUSD,1.000563781,1.001224851,0.9996747896,1.000222178,54080950.41,495311555.4
2024-07-26 0:00:00,PYUSD,0.9993240099,1.000782662,0.9976649198,0.9997799528,11667968.96,586983314.7
2024-07-26 0:00:00,USDT,0.9997169952,1.001135974,0.9995399684,1.000175976,52685688859,114301945156
2024-07-26 0:00:00,USDC,0.999942814,1.001072605,0.9995912171,1.00017927,5793637323,34131195324
2024-07-26 0:00:00,FDUSD,0.9995324362,1.002293879,0.9983225836,0.9998467669,3789707708,2007448861
2024-07-26 0:00:00,TUSD,1.00023263,1.001603786,0.9997143586,1.000563781,41144010.88,495480717.9
2024-07-25 0:00:00,PYUSD,0.9994774518,1.000178568,0.9977871067,0.9993240099,11415696.21,586715625.1
2024-07-25 0:00:00,USDT,0.9998575764,1.001818762,0.9993912862,0.9998106415,69959674584,114368803542
2024-07-25 0:00:00,USDC,0.9999038205,1.001154058,0.9995702693,1.000013824,7654250854,33802738509
2024-07-25 0:00:00,FDUSD,0.998971234,1.001440473,0.9967707297,0.9995324362,5364254768,2008217107
2024-07-25 0:00:00,TUSD,1.000638853,1.001841122,0.9995171191,1.00023263,45450297.78,495316731.3
2024-07-24 0:00:00,PYUSD,0.9993806632,1.000095096,0.9987091366,0.9994774518,8438214.66,349652237.3
2024-07-24 0:00:00,USDT,1.000155205,1.001435718,0.9996891717,0.9998220531,51701005917,114403399831
2024-07-24 0:00:00,USDC,0.9999714516,1.001216786,0.9995783613,0.999865522,5549791333,34047159029
2024-07-24 0:00:00,FDUSD,0.9993039311,1.001544972,0.9981745773,0.998971234,3551949134,2019376910
2024-07-24 0:00:00,TUSD,0.9992112747,1.031844459,0.9988717352,1.000638853,56793088.14,495517893.6
2024-07-23 0:00:00,PYUSD,0.9995277628,1.001173308,0.9954061183,0.9993783958,20304598.76,352798962.6
2024-07-23 0:00:00,USDT,1.000431167,1.001616744,0.9995827992,1.000161225,67217361972,114257947071
2024-07-23 0:00:00,USDC,0.9999803668,1.001093148,0.9993536827,0.9999515573,8082893148,34161330968
2024-07-23 0:00:00,FDUSD,1.000260094,1.001979296,0.9980509679,0.9991538517,5297905783,2022048051
2024-07-23 0:00:00,TUSD,1.000910283,1.001333185,0.9991108474,0.9991948388,57361899.55,494810954.7
2024-07-22 0:00:00,PYUSD,0.9978047761,1.001184373,0.9962745459,0.9995277628,6331113.74,364845224.5
2024-07-22 0:00:00,USDT,1.000193335,1.001333681,0.9997506743,1.000416753,52730305555,114133894420
2024-07-22 0:00:00,USDC,1.000025882,1.000829969,0.9996464589,1.000027882,5765488048,33997222238
2024-07-22 0:00:00,FDUSD,1.000668451,1.002066424,0.9985812943,1.000260094,3739259196,1989473914
2024-07-22 0:00:00,TUSD,1.000906842,1.001905604,0.9998871216,1.000910283,47343319.23,495652306.3
2024-07-21 0:00:00,PYUSD,0.9969462187,1.000818263,0.9964042204,0.9978047761,6900218.84,364216304.1
2024-07-21 0:00:00,USDT,1.000502256,1.001685892,0.9999816069,1.000191008,50474174912,114061252605
2024-07-21 0:00:00,USDC,1.00005008,1.001045226,0.9996028318,1.00002529,5265680633,34004085776
2024-07-21 0:00:00,FDUSD,1.000151819,1.003832984,0.9984731713,1.000668451,3079458595,1990286119
2024-07-21 0:00:00,TUSD,1.000423028,1.002575311,0.9997717716,1.000906842,47967082.61,495650602
2024-07-20 0:00:00,PYUSD,0.9979762698,1.000520217,0.9966405396,0.9969462187,4297487.16,363902915.5
2024-07-20 0:00:00,USDT,1.000513445,1.00150302,1.000210591,1.00044696,40368955293,113934800515
2024-07-20 0:00:00,USDC,0.999991891,1.000859074,0.9996276322,1.000051959,3884141780,34120431786
2024-07-20 0:00:00,FDUSD,1.000719216,1.002026799,0.9989338023,1.000151819,2288680104,1989258561
2024-07-20 0:00:00,TUSD,1.001223923,1.001557242,1.000041525,1.000420521,38772405.62,495411016.7
2024-07-19 0:00:00,PYUSD,0.9974615049,1.001970499,0.9971264971,0.9979764025,7422538.51,364278902.3
2024-07-19 0:00:00,USDT,0.9997909606,1.00156768,0.9996113626,1.000517852,64622483446,113754606330
2024-07-19 0:00:00,USDC,0.9998859736,1.001174083,0.9996548395,0.9999960498,7526347950,33970314568
2024-07-19 0:00:00,FDUSD,0.9995481579,1.002932915,0.998757584,1.000719216,4470371130,1990387088
2024-07-19 0:00:00,TUSD,0.9994421515,1.001940614,0.9993751166,1.001223923,55533817.96,495807621.2
2024-07-18 0:00:00,PYUSD,0.9999818067,1.000461664,0.9970156797,0.9975870108,5969417.33,367128787.8
2024-07-18 0:00:00,USDT,1.00030625,1.001461039,0.9996842331,0.9998305667,53674693484,113613163520
2024-07-18 0:00:00,USDC,1.000107738,1.00140275,0.999688281,0.9999390191,5968408600,33717318945
2024-07-18 0:00:00,FDUSD,1.000011702,1.001834004,0.998450872,0.9997153879,3808337532,2005385775
2024-07-18 0:00:00,TUSD,0.9988578316,1.000816675,0.9986239715,0.9995268999,55945005.32,494967252.7
2024-07-17 0:00:00,PYUSD,0.9998702828,1.000261583,0.998666967,0.9999652106,8906827.78,368004005.3
2024-07-17 0:00:00,USDT,1.000690413,1.001371358,0.9999533623,1.000185765,61898179810,113245588243
2024-07-17 0:00:00,USDC,1.000213806,1.000952315,0.9997237335,1.000084599,6728358080,33787173932
2024-07-17 0:00:00,FDUSD,1.000523415,1.00258935,0.9989210672,1.000242575,3997420839,1963383948
2024-07-17 0:00:00,TUSD,0.999421877,1.000372626,0.9982370266,0.9989287977,57135500.26,494671071.6
2024-07-16 0:00:00,PYUSD,0.9994042363,1.000254754,0.9990324946,0.9998624323,12778611.14,372962867.5
2024-07-16 0:00:00,USDT,1.000608075,1.001347455,1.000155775,1.000626125,76288567031,112932846087
2024-07-16 0:00:00,USDC,1.000058767,1.000842884,0.9997249848,1.000140849,7796844852,33959490389
2024-07-16 0:00:00,FDUSD,1.0010499,1.001840492,0.9981962888,1.000438387,4624897161,1965268965
2024-07-16 0:00:00,TUSD,0.999911472,1.000234964,0.9982383454,0.9993553988,70464243.49,494882325.1
