timestamp,name,open,high,low,close,volume,market_cap,SMA_7,SMA_30,Daily_Return,Price_Change,Volume_Change,Rolling_Avg_Volume_7,Rolling_Avg_Volume_30,Volume_Ratio_7,Volume_Ratio_30,Price_Range,Rolling_Volatility_7,Rolling_Volatility_30,Market_Cap_Change,Rolling_Avg_Market_Cap_7,Rolling_Avg_Market_Cap_30
2024-08-01,PYUSD,1.000303593,1.00222025,0.9991824559,1.00030985,17518562.38,641046530.1,,,,,,,,,,,,,,,
2024-08-01,USDT,0.999732442,1.001065963,0.9987259621,0.9991079295,65833386618.0,114389973000.0,,,-0.120154820029017,-0.0012019205000000088,375692.1751225343,,,,,-0.0012019205000000088,,,17744.254298070337,,
2024-08-01,USDC,1.000025971,1.001321557,0.9996373138,1.000003834,7390211553.0,32961318065.0,,,0.0896704423563266,0.0008959044999998778,-88.77437128385647,,,,,0.0008959044999998778,,,-71.18513345133843,,
2024-08-01,FDUSD,0.9990352903,1.001343822,0.9973121836,0.9989050482,7608407227.0,2008553936.0,,,-0.10987815872712803,-0.0010987857999998907,2.9524956415006187,,,,,-0.0010987857999998907,,,-93.90633004408649,,
2024-08-01,TUSD,0.9993437872,1.000166323,0.9976940938,0.9987029006,42134673.16,494559207.0,,,-0.0202369184502893,-0.0002021476000000355,-99.44620901717147,,,,,-0.0002021476000000355,,,-75.37734993639724,,
2024-07-31,PYUSD,1.000075887,1.001921391,0.997269035,1.000303907,11025993.75,625604431.2,,,0.16030857615794147,0.001601006399999938,-73.83154318503796,,,,,0.001601006399999938,,,26.497378341194256,,
2024-07-31,USDT,0.9998396178,1.001222416,0.9992877757,0.9997333762,52003171104.0,114435510391.0,0.9995809779285715,,-0.05703574643739495,-0.0005705307999999132,471541.57973515993,18986550818.755714,,2.7389477741596475,,-0.0005705307999999132,,,18191.99166180714,37936652222.9,
2024-07-31,USDC,1.000006073,1.00110892,0.9996761076,1.000035725,5968875897.0,33353986831.0,0.9995418172142857,,0.03024294348852319,0.0003023488000000185,-88.52209246035598,19836744723.701427,,0.30089997023897985,,0.0003023488000000185,0.10386086352497025,,-70.85346435119916,42609929408.74286,
2024-07-31,FDUSD,0.9998321607,1.001569579,0.9980388877,0.9990333831,5719735015.0,2003821643.0,0.9995311677285714,,-0.10023060926148686,-0.0010023419000000366,-4.174000034499292,11249080208.987143,,0.5084624617069026,,-0.0010023419000000366,0.1003568091997265,,-93.99225749787249,26554764929.17143,
2024-07-31,TUSD,0.9997913411,1.000609254,0.9987412176,0.9993437872,37155512.55,494876575.0,0.9994368753285715,,0.031070443215508448,0.00031040410000005014,-99.35039800877908,10198643631.779999,,0.0036431817692128866,,0.00031040410000005014,0.09375774050670348,,-75.30336211664523,21916701859.17143,
2024-07-30,PYUSD,0.9995510697,1.001734856,0.9983628487,1.000060508,8408088.66,611726746.1,0.9996019410142857,,0.071719143019644,0.0007167207999999592,-77.37054858633621,9112929469.16,,0.0009226548596095993,,0.0007167207999999592,0.08613395832382621,,23.611982664566412,21717155117.75714,
2024-07-30,USDT,0.999796668,1.001258951,0.9993691721,0.9998297928,51267032806.0,114443245378.0,0.9997629256142858,,-0.02307012407294362,-0.0002307152000000645,609634.6838157626,16430772059.565714,,3.120184043704338,,-0.0002307152000000645,0.08634202621898406,,18608.2297950222,37995538856.47143,
2024-07-30,USDC,0.9999466305,1.001027566,0.9996104861,1.000001569,5332646102.0,33463345382.0,0.9997197344714286,,0.017180544252326513,0.0001717761999999734,-89.59829385449454,17191003503.60143,,0.31019981473931046,,0.0001717761999999734,0.059189899631006064,,-70.7598772898546,42686644706.58571,
2024-07-30,FDUSD,0.9992345828,1.001510313,0.9979701677,0.9998321607,4049798920.0,2005419971.0,0.9997338465428571,,-0.016940803419873696,-0.00016940829999989582,-24.056484481857332,10340521763.029999,,0.3916435759053342,,-0.00016940829999989582,0.055030304710408276,,-94.0071145066126,26625203218.014282,
2024-07-30,TUSD,0.9999596474,1.000756727,0.9991678812,0.9997913411,36616255.34,495098204.4,0.9996989345571429,,-0.0040826452283204695,-4.0819600000019385e-05,-99.0958500393891,9493056099.935713,,0.0038571620092130257,,-4.0819600000019385e-05,0.053543614752626756,,-75.31199391850475,21931076271.357143,
2024-07-29,PYUSD,0.9992879047,1.000420499,0.9973913887,0.9995328901,15410175.01,581626841.5,0.9997702927000001,,-0.02585049393563077,-0.0002584509999999929,-57.914388385953394,8678152551.365713,,0.0017757437333335243,,-0.0002584509999999929,0.03547487654967222,,17.477065424800408,21727905585.42857,
2024-07-29,USDT,0.9999143932,1.001263008,0.9995023089,0.9997949788,63609014546.0,114394587328.0,0.999834748642857,,0.02622111814387651,0.00026208869999999607,412672.82383050624,17759846699.001427,,3.5816195727396964,,0.00026208869999999607,0.03497362948206411,,19568.0378493158,37999292835.85714,
2024-07-29,USDC,0.9999186427,1.001063261,0.9996546204,0.9999644993,6797227757.0,33776561879.0,0.9998210331142856,,0.01695552624232377,0.00016952049999996444,-89.31404958005683,18729678080.192856,,0.3629121508600969,,0.00016952049999996444,0.021452333729073465,,-70.47363632498318,42737126426.27143,
2024-07-29,FDUSD,0.9996928727,1.001731335,0.9980025651,0.9992345828,4760436610.0,2006219745.0,0.9997360031142858,,-0.07299424134665777,-0.000729916499999983,-29.965027211313433,12085878623.62143,,0.3938841981000779,,-0.000729916499999983,0.03431311019980209,,-94.06031983898477,26674694192.985718,
2024-07-29,TUSD,1.000071673,1.001360258,0.9994295811,0.9999596474,46773107.81,495181550.0,0.9997300143142857,,0.07256200020302472,0.0007250645999999916,-99.01746180777313,11330753910.165714,,0.004127978436460097,,0.0007250645999999916,0.04571270928844873,,-75.31768136396245,21964956502.700005,
2024-07-28,PYUSD,0.9997865073,1.000710735,0.9977723734,0.9992879047,6019996.95,586694427.1,0.9996522634571429,,-0.06717698076583734,-0.0006717427000000331,-87.12936293552652,10753071206.872858,,0.0005598397736036846,,-0.0006717427000000331,0.0521917455193474,,18.48067180612849,21762281425.0,
2024-07-28,USDT,1.000039791,1.00107525,0.9997526377,0.9999081969,33668335667.0,114407348239.0,0.9996689571428572,,0.062073422192199246,0.0006202922000000388,559174.9622074144,15557602551.395712,,2.164108226558309,,0.0006202922000000388,0.05857002314072269,,19400.3298061837,38035460001.37142,
2024-07-28,USDC,0.9999986691,1.001000748,0.9997276062,0.9999063794,3031560130.0,34148900491.0,0.9997223127571429,,-0.0001817666867354184,-1.8174999999454045e-06,-90.99581232650183,15988481116.394285,,0.18960901338473582,,-1.8174999999454045e-06,0.05734962210064094,,-70.15147976364067,42830784808.442856,
2024-07-28,FDUSD,0.9998217625,1.001385668,0.998453576,0.9996928727,2188102351.0,2007139879.0,0.9997077261714286,,-0.021352669049701234,-0.00021350670000008787,-27.822564713568788,7214065088.537142,,0.3033105917600891,,-0.00021350670000008787,0.05728307440669568,,-94.12238798280201,26775435172.871426,
2024-07-28,TUSD,1.000222178,1.000893982,0.9996038654,1.000071673,35163702.11,495237025.2,0.9997230367,,0.037891667565559395,0.0003788003000001483,-98.39295899051844,6248055937.838571,,0.005627942908936952,,0.0003788003000001483,0.0589269018362864,,-75.32623259686626,22020960193.75714,
2024-07-27,PYUSD,0.9997799528,1.002769523,0.9982780412,0.9997865073,11097707.04,586987162.9,0.9998018830571428,,-0.028514526278367036,-0.00028516570000014507,-68.43987869854014,5569578951.701428,,0.0019925576307002176,,-0.00028516570000014507,0.05147659408207971,,18.526510141875384,21818212682.02857,
2024-07-27,USDT,1.00015545,1.002043925,0.9995856588,1.000086649,55047490100.0,114333758547.0,0.9998200261428571,,0.030020579174516726,0.00030014170000003393,495925.7997583617,13426824236.300001,,4.0998146047951325,,0.00030014170000003393,0.044625589066346366,,19378.067966961327,38080866538.74286,
2024-07-27,USDC,1.000180631,1.00128206,0.9993814333,1.000054837,5532713251.0,34157184979.0,0.9999295879,,-0.0031809243760894113,-3.1812000000019935e-05,-89.94919978921982,14216351844.021427,,0.3891795385837147,,-3.1812000000019935e-05,0.03323565769557316,,-70.12502220421734,42876650903.3,
2024-07-27,FDUSD,0.9998467669,1.002422092,0.9981106776,0.9998217625,3744534935.0,2007398659.0,0.9999172401285714,,-0.023306171959447397,-0.00023307449999998564,-32.320097479781715,9941523168.021427,,0.37665605880645364,,-0.00023307449999998564,0.026295541434190644,,-94.12305592444413,26819515249.01429,
2024-07-27,TUSD,1.000563781,1.001224851,0.9996747896,1.000222178,54080950.41,495311555.4,0.9999623542142857,0.9997440223766667,0.04004868817806262,0.0004004155000000287,-98.5557365240605,9516168999.508572,12795802843.805666,0.0056830590558861254,0.004226460119005358,0.0004004155000000287,0.030606399851984323,,-75.32570059368562,22011859686.785717,30230274153.29667
2024-07-26,PYUSD,0.9993240099,1.000782662,0.9976649198,0.9997799528,11667968.96,586983314.7,0.9999747942285715,0.9997263591366666,-0.044212696911427596,-0.00044222520000003485,-78.42499277186796,9205249802.074286,12795607824.025,0.0012675342017737284,0.0009118729739506593,-0.00044222520000003485,0.03476377122304347,0.06168396098468602,18.507898372362508,21808980177.6,30228472046.116665
2024-07-26,USDT,0.9997169952,1.001135974,0.9995399684,1.000175976,52685688859.0,114301945156.0,0.9999896946571428,0.9997619606866667,0.03961103629761542,0.00039602319999998414,451441.21543874923,16726753395.915714,12357351232.058332,3.1497857122628843,4.263509863045649,0.00039602319999998414,0.03507053698383588,0.05788869414067056,19372.775851289454,38067081339.14286,30225537784.65
2024-07-26,USDC,0.999942814,1.001072605,0.9995912171,1.00017927,5793637323.0,34131195324.0,1.0000458036142856,0.9997678085533332,0.0003293420437033845,3.294000000098052e-06,-89.00339456791538,17552830483.91,12304132091.058332,0.33006855095597276,0.4708692397093458,3.294000000098052e-06,0.0325616893747815,0.055558125752325715,-70.13944489097055,42859111076.44286,30264533693.283333
2024-07-26,FDUSD,0.9995324362,1.002293879,0.9983225836,0.9998467669,3789707708.0,2007448861.0,1.000011534742857,0.9997991991766668,-0.03324435028533301,-0.0003325031000001033,-34.588454597333104,10230290142.195713,12176842107.091667,0.370439904961153,0.31122253821398516,-0.0003325031000001033,0.03342730284677421,0.05194784075641968,-94.11843376142053,26812495407.01429,30264496857.45
2024-07-26,TUSD,1.00023263,1.001603786,0.9997143586,1.000563781,41144010.88,495480717.9,1.0000842410285713,0.9998612285233333,0.07171239871317514,0.0007170141000001351,-98.91432231585708,9445780250.75,12176809085.015667,0.0043558086031837496,0.0033788828085208555,0.0007170141000001351,0.043871332955466656,0.05321720049110059,-75.31789090491804,22003680512.571434,30264527574.48
2024-07-25,PYUSD,0.9994774518,1.000178568,0.9977871067,0.9993240099,11415696.21,586715625.1,1.0000131335142857,0.9998285652866666,-0.12390725344475495,-0.0012397711000000644,-72.25429420749754,8912477502.351429,12176822075.097666,0.001280866763140567,0.0009374938830177856,-0.0012397711000000644,0.06630274329029152,0.05004367618903235,18.413412248751413,21800725793.442852,30263231280.943333
2024-07-25,USDT,0.9998575764,1.001818762,0.9993912862,0.9998106415,69959674584.0,114368803542.0,0.9999543425857143,0.9998311407966667,0.04869607806667897,0.00048663159999995376,612737.5641488798,18898990878.57857,12775372191.097668,3.701767731064263,5.476135922893142,0.00048663159999995376,0.06739900078001024,0.04984824321290529,19393.055689885015,38068367505.814285,30261007719.309998
